epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,3.832672728008811,46.18581554027869,2.5590916499495506,12.924072400286642,20.786429652632048,43.95280446853821,0.002933270340399576,104.40774750709534,111.234375
