epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,4.26174256717581,70.93348217832431,2.9874367713928223,19.83477621141766,11.52593854967999,29.896878874463166,0.0033833247622547923,120.63796186447144,422.0810546875
