epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,3.853467358775281,47.15628785739026,2.6188603788614273,13.720078980281128,18.752957337590267,43.29672352278916,0.002933270340399576,59.57181692123413,160.30078125
