epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,4.1577654961447355,63.92851437139683,3.1610815227031708,23.596101853824848,9.432058311464646,29.809021505555478,0.0029300451933655966,154.72336292266846,515.27392578125
