epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,3.8286462338217375,46.00022251783975,2.598020473803122,13.437112574446214,19.347913108262368,42.84317600452015,0.002933270340399576,663.5904178619385,0.0
