epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,4.247355582955651,69.9202693049759,2.611204117536545,13.615435570025552,18.65406267857473,42.37155977121782,0.0041437096508237245,70.22529864311218,279.673828125
