epoch,train_loss,train_ppl,val_loss,val_ppl,val_bleu,val_chrf,lr,epoch_seconds,peak_memory_mb
1,4.00670524155798,54.965473939248234,2.550339709628712,12.811455218204344,20.56658420823009,44.045617182694485,0.0035905311851339135,37.12310028076172,217.72509765625
